text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,is_single_sentence
"Wiceprzewodniczący KE ds. Europejskiego Zielonego Ładu F.Timmermans doskonale rozumie, co wynegocjowała Polska na szczycie w sprawie neutralności klimatycznej oceniła po rozmowach w Brukseli minister rozwoju J. Emilewicz, sugerując, że Warszawa może liczyć na jego zrozumienie.",twitter,52,2.4,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.35,0.0,0.0,0.0,0.0,0.25,0.75,0.25,True
"Jeszcze chwila, a Oblubieniec przyjdzie i zabierze Swoją Oblubienicę odnośnik ",youtube,52,2.6,1.0,1.4,1.8,1.4,2.2,3.2,2.6,0.0,0.4,0.0,0.0999999999999999,0.2,0.0999999999999999,0.3,0.55,0.4,True
"To idee KODu leżą u podstaw zawiązania Koalicji Obywatelskiej przed wyborami samorządowymi i Koalicji Europejskiej teraz, przed wyborami do Parlamentu Europejskiego.",,52,1.6,1.2,1.2,1.0,1.0,1.8,3.2,2.0,0.0,0.15,0.0499999999999999,0.0499999999999999,0.0,0.0,0.2,0.55,0.25,True
Mój kolega z pracy się dziś z Nami pożegnał.,youtube,52,1.2,2.6,1.2,1.4,1.2,1.0,2.0,1.8,0.0,0.0499999999999999,0.4,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.0,0.25,0.2,True
"""W Pracowniczych Planach Kapitałowych stajemy się kapitalistami""...a rząd dorobi 18 mld do budżetu 2020 ?",twitter,52,1.0,1.2,2.0,2.0,1.8,1.0,1.8,2.8,3.0,0.0,0.0499999999999999,0.25,0.25,0.2,0.0,0.2,0.4499999999999999,True
"Biały Dom informuje, że spotkanie ma być kamieniem milowym do organizowanego w listopadzie w Glasgow szczytu COP26.",,52,1.8,1.0,1.0,1.0,1.0,2.0,3.8,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.7,0.3,True
Gaz-System przystąpił do Europejskiego Sojuszu na rzecz Czystego Wodoru,twitter,52,2.2,1.0,1.0,1.0,1.0,2.2,4.0,2.2,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.75,0.3,True
W kolejnym odcinku “Wysłuchania” gośćmi Artura Nowaka są studenci: To Basia Małecka i Mateusz Mielczarek.,,52,2.2,1.0,1.0,1.0,1.0,2.0,3.6,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.65,0.25,True
"Zapytaj się ludzi skąd są wszystkie dodatki typu +500, 14 emerytura czy dopłaty pensji.",youtube,52,1.2,1.4,2.2,1.8,1.4,1.0,2.0,3.0,2.0,0.0499999999999999,0.0999999999999999,0.3,0.2,0.0999999999999999,0.0,0.25,0.5,True
użytkownicy Zdrowia,twitter,52,2.8,1.8,1.0,1.0,1.0,1.8,3.6,1.8,0.0,0.4499999999999999,0.2,0.0,0.0,0.0,0.2,0.65,0.2,True
Wzywam rząd do ochrony polskich spółek przed przejęciami!,,52,1.0,1.8,2.6,1.6,2.8,1.0,1.6,3.4,0.0,0.0,0.2,0.4,0.15,0.4499999999999999,0.0,0.15,0.6,True
użytkownicy Romkowi nie pomogły nawet ostre filtry.,twitter,52,1.4,2.6,1.6,1.2,1.8,1.0,1.8,2.4,1.0,0.0999999999999999,0.4,0.15,0.0499999999999999,0.2,0.0,0.2,0.35,True
‼UWAGA Zapraszamy wszystkich bardzo serdecznie na spotkania Konfederacji w Nowym Targu oraz Zakopanem!,,52,4.0,1.0,1.0,1.0,1.0,2.6,4.4,3.0,0.0,0.75,0.0,0.0,0.0,0.0,0.4,0.8500000000000001,0.5,True
Jak można być takim głupim.,youtube,52,1.0,1.6,3.2,3.2,1.4,1.0,1.2,3.0,2.0,0.0,0.15,0.55,0.55,0.0999999999999999,0.0,0.0499999999999999,0.5,True
Umowy Partnerskiej z Komisją Europejską.,,52,1.8,1.0,1.0,1.0,1.0,1.8,3.4,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.15,True
"Już dzisiaj rozpoczynamy świętowanie Dnia Edukacji Narodowej, który ma swoją datę 14 października.",,52,3.0,1.0,1.0,1.0,1.0,2.6,4.2,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.8,0.25,True
użytkownicy Wobec wynikłego łagodnego sporu przyłączam się do pytania Pana użytkownicy i proszę o odpowiedź Pana Profesora Aleksandra Bańkę użytkownicy .,twitter,52,1.4,1.6,1.4,1.2,1.6,1.4,2.8,2.2,0.0,0.0999999999999999,0.15,0.0999999999999999,0.0499999999999999,0.15,0.0999999999999999,0.4499999999999999,0.3,True
"To już 6 briefing o niezależności sądownictwa w Polsce, przygotowany przez nas na posiedzenie Rady ds.",,52,1.8,1.4,1.4,1.2,1.2,2.8,3.6,2.4,0.0,0.2,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.0499999999999999,0.4499999999999999,0.65,0.35,True
"użytkownicy Sadło,i wszystko jasne...",twitter,52,1.2,1.8,2.0,2.0,1.4,1.0,2.2,2.4,1.0,0.0499999999999999,0.2,0.25,0.25,0.0999999999999999,0.0,0.3,0.35,True
Nie ma zgody na deptanie godności drugiego człowieka.,,52,1.0,2.0,3.4,2.4,2.0,1.4,1.4,3.2,0.0,0.0,0.25,0.6,0.35,0.25,0.0999999999999999,0.0999999999999999,0.55,True
 Ryś jest gatunkiem krytycznie zagrożonym wyginięciem.,,52,1.0,3.8,1.0,1.2,3.2,1.0,1.6,2.6,0.0,0.0,0.7,0.0,0.0499999999999999,0.55,0.0,0.15,0.4,True
"W ich wspólnym interesie jest to, żeby Polska stała się nowoczesnym państwem dobrobytu.",,52,2.0,1.0,1.2,1.0,1.0,2.4,3.6,2.0,0.0,0.25,0.0,0.0499999999999999,0.0,0.0,0.35,0.65,0.25,True
Premier Czech o akcji GRU w jego kraju: to nie był akt państwowego terroryzmu odnośnik via użytkownicy ,twitter,52,1.2,1.4,1.4,1.2,1.6,1.2,2.8,2.2,0.0,0.0499999999999999,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.15,0.0499999999999999,0.4499999999999999,0.3,True
Prawdziwy Górny Śląsk  odnośnik ,twitter,52,2.2,1.0,1.0,1.0,1.0,2.8,3.8,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4499999999999999,0.7,0.25,True
użytkownicy lepiej by nie wrzucili kolejnych mld w błoto budując lotnisko,twitter,52,1.0,2.0,3.6,2.4,2.8,1.0,1.6,3.0,1.0,0.0,0.25,0.65,0.35,0.4499999999999999,0.0,0.15,0.5,True
"użytkownicy Każdym kolejnym tweetem pokazujesz, że kobiety z TVN, opowiadając jak sie do nich zwracasz i jak je traktujesz - mówiły prawdę.",twitter,52,1.0,2.8,2.6,2.6,1.4,1.0,1.4,3.0,0.0,0.0,0.4499999999999999,0.4,0.4,0.0999999999999999,0.0,0.0999999999999999,0.5,True
"Zażądaj, aby José otrzymał pełne zadośćuczynienie za doznane krzywdy.",,52,1.0,2.6,2.4,1.2,2.0,2.2,2.2,3.4,0.0,0.0,0.4,0.35,0.0499999999999999,0.25,0.3,0.3,0.6,True
Tu również jesteśmy w ścisłej współpracy z państwem ukraińskim - mówił minister Przemysław Czarnek w Radio Lublin.,,52,1.8,1.0,1.0,1.0,1.0,2.2,3.6,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.65,0.25,True
"Ciekawe, czy podzieli się swoją wiedzą, jak zarobić na obligacjach?",,52,1.6,1.6,2.0,1.8,1.6,1.2,2.4,2.4,2.0,0.15,0.15,0.25,0.2,0.15,0.0499999999999999,0.35,0.35,True
Na nas możecie liczyć ,,52,3.6,1.0,1.0,1.0,1.0,4.0,4.2,3.0,0.0,0.65,0.0,0.0,0.0,0.0,0.75,0.8,0.5,True
"Publicystyka to komentowanie życia Kościoła, a nie PR i wyjaśnianie słów hierarchów, ani rachunek sumienia i spowiedzi.",,52,1.0,1.8,2.8,2.6,1.2,1.0,2.0,2.8,2.0,0.0,0.2,0.4499999999999999,0.4,0.0499999999999999,0.0,0.25,0.4499999999999999,True
użytkownicy Koń by się uśmiał,twitter,52,2.2,1.4,1.6,1.4,1.2,1.0,2.4,3.0,4.0,0.3,0.0999999999999999,0.15,0.0999999999999999,0.0499999999999999,0.0,0.35,0.5,True
W akcie obywatelskiego sprzeciwu przecięto drut w zasiekach na granicy polsko-białoruskiej [ARTYKUŁ AKTUALIZOWANY] odnośnik ,twitter,52,1.4,1.2,1.4,1.2,1.6,1.4,3.0,2.4,0.0,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.15,0.0999999999999999,0.5,0.35,True
W obecnym roku szkolnym kontynuujemy działania ukierunkowane na podnoszenie prestiżu zawodu nauczyciela.,,52,2.8,1.0,1.0,1.0,1.0,3.6,4.2,2.2,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.65,0.8,0.3,True
Ważna sprawa  odnośnik ,twitter,52,1.6,1.2,1.0,1.0,1.2,2.0,3.2,3.2,0.0,0.15,0.0499999999999999,0.0,0.0,0.0499999999999999,0.25,0.55,0.55,True
Po filmie braci Sekielskich #TylkoNieMowNikomu potrzebne są przede wszystkim działania.,,52,1.2,2.2,2.0,1.6,2.0,1.8,2.8,3.0,0.0,0.0499999999999999,0.3,0.25,0.15,0.25,0.2,0.4499999999999999,0.5,True
"Francuska Grupa energetyczna EDF ogłosiła , że przejmuje firmę Pod Point, jednego wiodących brytyjskich dostawców usług i infrastruktury do ładowania pojazdów elektrycznych.",twitter,52,1.6,1.2,1.2,1.2,1.2,1.6,3.2,1.8,0.0,0.15,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.15,0.55,0.2,True
"użytkownicy W większym stopniu opozycja, ale tak, wpłynął, pozwolił zamienić Kidawę, która uzyskałaby ujemny wynik, na Trzaskowskiego, który uzyskał dodatni",twitter,52,1.6,1.0,1.2,1.0,1.0,1.8,3.4,2.4,0.0,0.15,0.0,0.0499999999999999,0.0,0.0,0.2,0.6,0.35,True
IPN weryfikuje swoje własne śledztwo z 2005 roku.,,52,1.4,1.4,1.2,2.0,1.4,1.0,2.4,1.8,1.0,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.25,0.0999999999999999,0.0,0.35,0.2,True
"Mam wrażenie graniczące z pewnością, że krytykujący okładkę użytkownicy nie zadali sobie trudu i nie przeczytali tekstu użytkownicy o użytkownicy , do którego nie sposób się przyczepić, a który jest ciekawym punktem wyjścia do dyskusji o samodzielności pana prezydenta.",twitter,52,1.0,2.0,2.4,2.6,1.4,1.0,1.8,2.8,2.0,0.0,0.25,0.35,0.4,0.0999999999999999,0.0,0.2,0.4499999999999999,True
Nowy rząd Niemiec chce zalegalizować marihuanę odnośnik ,twitter,52,1.4,1.2,1.2,1.2,1.6,1.2,2.8,1.6,0.0,0.0999999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.15,0.0499999999999999,0.4499999999999999,0.15,True
"Pamiętaj, że paczki dla Rodziny ze Szlachetnej Paczki nie musisz przygotowywać sam_a  Działaj w grupie, zrób PACZKĘ ze współpracownikami!",,52,2.8,1.2,1.0,1.0,1.0,3.8,4.2,2.6,0.0,0.4499999999999999,0.0499999999999999,0.0,0.0,0.0,0.7,0.8,0.4,True
użytkownicy Szczerze polecam i pozdrawiam ,twitter,52,4.2,1.0,1.0,1.0,1.0,2.8,4.2,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4499999999999999,0.8,0.25,True
"Lotos miał prawie 1,4 mld zł straty netto w pierwszej połowie tego roku.....Sasin coś ?",twitter,52,1.2,2.2,3.0,1.8,2.2,1.0,2.0,2.6,3.0,0.0499999999999999,0.3,0.5,0.2,0.3,0.0,0.25,0.4,True
"30 lat po rozpoczęciu projektu, kolej dużych prędkości w Hiszpanii osiąga długość 4000 km",twitter,52,2.2,1.0,1.0,1.0,1.0,2.2,3.8,1.8,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,0.2,True
"Wierzymy, że kolejny etap tego procesu, wzmocniony środkami unijnymi z Funduszu Sprawiedliwej Transformacji pozwoli na pozytywne zakończenie tej historii.",,52,3.6,1.6,1.0,1.0,1.2,3.6,4.0,2.4,0.0,0.65,0.15,0.0,0.0,0.0499999999999999,0.65,0.75,0.35,True
"Dlatego byłem dziś we Wrocławiu, gdzie spotkałem się z przedstawicielami naszych wojewódzkich społecznych sztabów kryzysowych, aby porozmawiać o obecnej sytuacji na Odrze i przedstawić nasze rekomendacje, jak zapobiec podobnym sytuacjom w przyszłości.",,52,2.2,2.0,1.2,1.2,1.6,2.8,3.2,2.4,0.0,0.3,0.25,0.0499999999999999,0.0499999999999999,0.15,0.4499999999999999,0.55,0.35,True
użytkownicy A o prawie Polaków do uczciwych sądów nic nie napisał…?,twitter,52,1.0,2.6,3.0,2.4,1.8,1.0,1.4,2.8,3.0,0.0,0.4,0.5,0.35,0.2,0.0,0.0999999999999999,0.4499999999999999,True
Sąd w Mińsku zamknął w więzieniu dwie kolejne dziennikarki nieprzychylne Łukaszence odnośnik ,twitter,52,1.0,1.8,1.4,1.8,2.0,1.0,2.0,2.4,0.0,0.0,0.2,0.0999999999999999,0.2,0.25,0.0,0.25,0.35,True
 Już tylko do 2 sierpnia możesz zgłosić nominację w plebiscycie Korony Równości 2022!,,52,3.0,1.0,1.0,1.0,1.0,3.6,4.4,2.6,0.0,0.5,0.0,0.0,0.0,0.0,0.65,0.8500000000000001,0.4,True
"Jest to urządzenie, które w sposób bezpieczny dla ratownika i osoby poszkodowanej prowadzą przez przebieg akcji ratowniczej krok po kroku za pomocą poleceń głosowych i wizualnych oraz podając impuls elektryczny.",,52,3.0,1.0,1.0,1.0,1.2,3.4,4.0,2.8,0.0,0.5,0.0,0.0,0.0,0.0499999999999999,0.6,0.75,0.4499999999999999,True
Terlecki zdrajco i sprzedawczyku,youtube,53,1.0,1.4,4.6,4.6,1.2,1.6,1.0,4.0,0.0,0.0,0.0999999999999999,0.8999999999999999,0.8999999999999999,0.0499999999999999,0.15,0.0,0.75,True
"Być może błędnie, co nie znaczy, że należy tak nas oceniać.",youtube,53,1.0,2.0,2.4,1.2,1.6,1.8,1.8,2.6,0.0,0.0,0.25,0.35,0.0499999999999999,0.15,0.2,0.2,0.4,True
Jestem bardzo przejęta tą sumą.,,53,1.6,1.8,1.0,1.2,2.6,1.6,2.6,2.8,0.0,0.15,0.2,0.0,0.0499999999999999,0.4,0.15,0.4,0.4499999999999999,True
"Ohoho, Niemcy grożą, że wyślą kolejną partię hełmów odnośnik ",twitter,53,1.6,1.0,1.6,3.2,1.2,1.8,1.8,2.8,4.0,0.15,0.0,0.15,0.55,0.0499999999999999,0.2,0.2,0.4499999999999999,True
"Jak wszystkich bielanowców wyrzucą gowinowcy, a gowinowców bielanowcy, to Porozumienie zostanie puste i będzie najpopularniejszą partią Zjednoczonej Prawicy, bo nie będzie w niej ani jednego polityka, którego Polacy by mogli nienawidzieć.",twitter,53,1.0,2.0,3.2,3.4,1.4,2.0,1.8,3.0,5.0,0.0,0.25,0.55,0.6,0.0999999999999999,0.25,0.2,0.5,True
Jakiej śmierci powinniśmy się bać?,,53,1.0,2.6,1.2,1.0,3.6,1.2,1.8,2.4,0.0,0.0,0.4,0.0499999999999999,0.0,0.65,0.0499999999999999,0.2,0.35,True
"użytkownicy Nie, chyba Mirów",twitter,53,1.0,1.0,1.0,1.2,1.0,1.2,3.0,1.2,0.0,0.0,0.0,0.0,0.0499999999999999,0.0,0.0499999999999999,0.5,0.0499999999999999,True
"użytkownicy Wypraszam sobie, najgorsze co pilem to ruski spiryt przewozony w bakach po ropie;)",twitter,53,2.2,1.0,1.0,1.4,1.0,2.2,3.4,2.2,1.0,0.3,0.0,0.0,0.0999999999999999,0.0,0.3,0.6,0.3,True
FedEx Express zwolni ponad 6000 osób,twitter,53,1.0,1.6,1.2,1.0,1.4,1.0,2.6,1.2,0.0,0.0,0.15,0.0499999999999999,0.0,0.0999999999999999,0.0,0.4,0.0499999999999999,True
"odnośnik znacznie zwiększa przychody, ale zamiast zysku jest strata",twitter,53,1.0,1.8,1.2,1.2,1.2,1.0,2.0,2.0,0.0,0.0,0.2,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0,0.25,0.25,True
"Zależy nam na tym, by każde z naszych działań było odpowiedzią na aktualne potrzeby dzieci i młodzieży, a także na wyzwania współczesności.",,53,2.4,1.0,1.0,1.0,1.6,3.6,3.8,2.6,0.0,0.35,0.0,0.0,0.0,0.15,0.65,0.7,0.4,True
"Dr Fauci, twarz amerykańskiej walki z koronawirusem, odchodzi odnośnik via użytkownicy ",twitter,53,1.0,2.0,1.0,1.0,1.0,1.6,2.4,1.6,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.35,0.15,True
"O tym, że każdy głos ma znaczenie przekonujemy od dłuższego czasu dzięki kampanii Lepiej wybierz.",,53,2.8,1.0,1.0,1.0,1.6,3.4,4.0,2.4,0.0,0.4499999999999999,0.0,0.0,0.0,0.15,0.6,0.75,0.35,True
"""Nie strasz, nie strasz, bo się..."".",youtube,53,1.6,1.0,2.8,3.0,1.0,2.6,2.6,3.2,4.0,0.15,0.0,0.4499999999999999,0.5,0.0,0.4,0.4,0.55,True
"Jacku, ogromy szacunek!",,53,4.2,1.0,1.0,1.0,1.0,4.6,4.8,3.8,0.0,0.8,0.0,0.0,0.0,0.0,0.8999999999999999,0.95,0.7,True
"użytkownicy Polecam, fantastyczna impreza, tylko pobudka o 4.00 i wielogodzinne czekanie w zimnie na start są niemiłe.",twitter,53,3.8,1.2,1.4,1.2,1.4,2.6,3.8,3.0,1.0,0.7,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.4,0.7,0.5,True
"użytkownicy Antoni jest bardzo porządnym, a mocno demonizowanym i podlegającym hejtowi, człowiekiem",twitter,53,1.2,3.6,2.4,1.6,1.4,2.4,2.2,2.6,0.0,0.0499999999999999,0.65,0.35,0.15,0.0999999999999999,0.35,0.3,0.4,True
użytkownicy Na odnośnik z logowaniem przez bank.,twitter,53,1.0,1.0,1.0,1.0,1.0,1.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.5,0.0,True
"Duchowieństwo diecezjalne, które teraz jest kluczowe dla trwania Kościoła, i z którego wywodzi się większość biskupów i papieży, w Średniowieczu było pozbawione większości praw, a miejscowy pleban niekiedy nie miał prawa w ogóle głosić kazań czy spowiadać.",,53,1.0,1.4,1.4,1.4,1.4,1.4,2.8,2.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.4499999999999999,0.25,True
" Włoska marka kawy przygotowała dwie fantastyczne aukcje, na których możecie wylicytować profesjonalne szkolenie baristyczne oraz kolację w nowej restauracji szefa kuchni z gwiazdką Michelin - Andrei Camastry.",,53,3.8,1.0,1.0,1.0,1.0,3.4,4.2,2.6,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.8,0.4,True
Marsz Niepodległości 11. 11. 2021 rondo Dmowskiego Warszawa P O j e b y Wisła pływanie w fekaliach kałaszycu rafali,youtube,53,1.2,2.0,4.6,4.8,1.0,1.6,1.0,4.6,3.0,0.0499999999999999,0.25,0.8999999999999999,0.95,0.0,0.15,0.0,0.8999999999999999,True
użytkownicy Przecież jest napisane.,twitter,53,1.0,1.0,3.0,1.2,1.0,2.0,1.8,2.4,0.0,0.0,0.0,0.5,0.0499999999999999,0.0,0.25,0.2,0.35,True
Jeszcze tylko czytana zdalnie przez dziadka bajka i spać #zostańwdomu odnośnik ,twitter,53,1.4,1.6,1.6,1.6,2.0,2.0,2.6,2.2,2.0,0.0999999999999999,0.15,0.15,0.15,0.25,0.25,0.4,0.3,True
"Jak w buddyjskiej przypowieści: patrzymy na palec, zamiast patrzeć na to, co on wskazuje.",,53,1.0,2.6,1.2,1.0,1.2,1.2,2.4,1.6,0.0,0.0,0.4,0.0499999999999999,0.0,0.0499999999999999,0.0499999999999999,0.35,0.15,True
Piotr Żyła  odnośnik ,twitter,53,3.0,1.0,1.0,1.0,1.0,2.8,3.8,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4499999999999999,0.7,0.25,True
"Niewielu było artystów, którzy w takim stopniu ukształtowali wyobraźnię kolejnych pokoleń Polaków.",,53,2.6,2.2,1.0,1.0,1.2,4.0,4.2,2.8,0.0,0.4,0.3,0.0,0.0,0.0499999999999999,0.75,0.8,0.4499999999999999,True
użytkownicy Tanio dziś można kupić niepokorność.,twitter,53,1.0,3.2,1.6,2.4,1.0,1.6,2.0,2.6,5.0,0.0,0.55,0.15,0.35,0.0,0.15,0.25,0.4,True
Kto chciał kłamliwą propagandą zagarnąć wschód Ukrainy?,youtube,53,1.0,2.0,4.0,4.0,2.0,1.6,1.0,3.8,1.0,0.0,0.25,0.75,0.75,0.25,0.15,0.0,0.7,True
"W magazynach przed świętami jest bardzo dużo pracy, dlatego pracownicy zwyczajowo dostają dodatek za grudzień.",,53,1.8,1.2,1.0,1.0,1.0,1.6,3.4,1.2,0.0,0.2,0.0499999999999999,0.0,0.0,0.0,0.15,0.6,0.0499999999999999,True
użytkownicy A który moment jest lepszy na dyskusję o wydarzeniu historycznym jak nie zbliżająca się jego rocznica?,twitter,53,1.2,1.0,1.6,1.0,1.0,2.6,2.8,1.8,1.0,0.0499999999999999,0.0,0.15,0.0,0.0,0.4,0.4499999999999999,0.2,True
"Ale to nie oznacza, że to co się dzieje nie przełoży się na wybory polityczne i postrzeganie rzeczywistości w przyszłości.",,53,1.0,2.0,2.0,1.0,3.6,1.2,1.6,2.8,0.0,0.0,0.25,0.25,0.0,0.65,0.0499999999999999,0.15,0.4499999999999999,True
Maroko po raz pierwszy przewyższyło eksport pomidorów z Almerii,twitter,53,1.2,1.0,1.0,1.0,1.0,1.8,3.2,1.0,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.2,0.55,0.0,True
"Serdecznie dziękuję wszystkim wspaniałym ludziom których spotkałem w trakcie ostatnich spotkań z Czytelnikami w bibliotekach Wielkopolskie, organizatorom, gospodarzom, dyskutantom i szanownej frekwencji.",,53,4.0,1.0,1.0,1.0,1.4,3.4,4.4,2.8,0.0,0.75,0.0,0.0,0.0,0.0999999999999999,0.6,0.8500000000000001,0.4499999999999999,True
"Premier Armenii Nikol Paszynian poinformował, że liczba ofiar w wyniku ataków z Azerbejdżanu wzrosła do 105.",twitter,53,1.0,2.4,1.2,1.0,1.8,1.0,2.2,1.8,0.0,0.0,0.35,0.0499999999999999,0.0,0.2,0.0,0.3,0.2,True
"Jesteśmy o krok od katastrofy klimatycznej, dlatego powinniśmy pomyśleć dwa razy, zanim zniszczymy choćby kawałek przyrody Ten teren podlega Zakładowi Lasów Poznańskich, który powołuje się na uchwalony w 2013 roku dokument obowiązujący do 31 grudnia 2022 roku.",,53,1.0,3.4,3.6,2.0,3.8,1.4,1.0,4.2,0.0,0.0,0.6,0.65,0.25,0.7,0.0999999999999999,0.0,0.8,True
użytkownicy Mój Tata był nauczycielem WFu:),twitter,53,2.0,1.0,1.2,1.0,1.0,2.6,3.8,2.0,0.0,0.25,0.0,0.0499999999999999,0.0,0.0,0.4,0.7,0.25,True
Brawo dla Służby granicznej,youtube,53,2.8,1.0,1.0,1.0,1.0,3.2,3.8,2.4,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.55,0.7,0.35,True
Rekord Polski i srebrny medal dla sztafety pań 4x400 metrów!,,53,4.4,1.0,1.0,1.0,1.0,3.8,4.6,3.4,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.7,0.8999999999999999,0.6,True
"Krowy oceniane w Polsce w 2019 roku osiągnęły średnią wydajność mleczną na poziomie 8 530 kilogramów mleka o zawartości tłuszczu na poziomie 4,07% oraz białka 3,42%",twitter,53,1.4,1.0,1.0,1.0,1.0,1.2,3.2,1.2,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0499999999999999,0.55,0.0499999999999999,True
Dość tej propagandy i wyśmiewania starych obywateli!,youtube,53,1.0,2.6,4.6,3.8,1.6,1.6,1.0,4.2,0.0,0.0,0.4,0.8999999999999999,0.7,0.15,0.15,0.0,0.8,True
"O bardziej optymistycznym odcinku nie mogłam marzyć, w końcu do ludzi to dojdzie, że mafia rządowa ich oszukała i kręcą tylko swoje interesy.",youtube,53,2.2,2.2,3.6,3.8,1.4,2.4,2.0,3.6,2.0,0.3,0.3,0.65,0.7,0.0999999999999999,0.35,0.25,0.65,True
Tymczasem dziś w Rybniku - do prokuratury trafiają kolejne zawiadomienia - pokłosie naszej Poselskiej Komisji Śledczej „Norymberga 2.0” (w ramach Zespołu Parlamentarnego ds. Nadużyć i Naruszeń Prawa w zw. z COVID-19) sprzed tygodnia: odnośnik ,twitter,53,1.0,1.2,1.4,1.2,1.6,1.4,2.6,2.0,0.0,0.0,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.15,0.0999999999999999,0.4,0.25,True
Życzę Wam szybkiego zakończenia tej wojny i dużo mądrości.,youtube,53,1.4,3.0,1.4,1.6,2.4,2.0,2.2,2.6,0.0,0.0999999999999999,0.5,0.0999999999999999,0.15,0.35,0.25,0.3,0.4,True
Ależ piękny czas dla prywatnych szkół!‬,,53,2.4,1.8,1.6,1.4,1.6,1.2,2.6,2.6,3.0,0.35,0.2,0.15,0.0999999999999999,0.15,0.0499999999999999,0.4,0.4,True
użytkownicy Młoda jesteś  Wrzuć jutro tłumaczenie,twitter,53,2.8,1.0,1.0,1.2,1.0,1.8,3.8,1.8,1.0,0.4499999999999999,0.0,0.0,0.0499999999999999,0.0,0.2,0.7,0.2,True
" ""Sędziowie pod presją"" w Parlamencie Europejskim European Parliament   Dziś [21 LUTEGO] w Brukseli, w centrum kultury Bozar odbędzie się organizowany przez Sekretarza Stanu Regionu Brukseli Pascala Smeta pokaz filmu ""Sędziowie pod presją"" dla europarlamentarzystów.",,53,1.2,1.0,1.2,1.0,1.0,1.8,3.2,1.2,0.0,0.0499999999999999,0.0,0.0499999999999999,0.0,0.0,0.2,0.55,0.0499999999999999,True
"Nie o tym, że władza nie uznaje wyroków.",,53,1.0,2.2,1.6,2.0,1.6,1.2,2.0,2.0,0.0,0.0,0.3,0.15,0.25,0.15,0.0499999999999999,0.25,0.25,True
Serwis informacyjny #Dzisiaj w użytkownicy  odnośnik ,twitter,53,1.2,1.0,1.0,1.0,1.0,1.4,3.0,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.5,0.0499999999999999,True
proponuję zweryfikować moc kaszany odnośnik ,twitter,53,1.6,1.0,1.8,1.8,1.0,1.4,3.0,1.8,3.0,0.15,0.0,0.2,0.2,0.0,0.0999999999999999,0.5,0.2,True
użytkownicy Na złość KO odmrożą sobie uszy.,twitter,53,1.2,1.4,1.8,2.8,1.2,1.6,2.0,2.6,3.0,0.0499999999999999,0.0999999999999999,0.2,0.4499999999999999,0.0499999999999999,0.15,0.25,0.4,True
 Zachęcamy do zapoznania się ze szczegółami sprawy: _odnośnik_,,53,1.4,1.0,1.0,1.0,1.0,2.2,3.2,1.8,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.3,0.55,0.2,True
"Grupa chce pomóc firmom w przejściu na bardziej zrównoważony rozwój i zamienić ich plastikowe opakowania na takie z np.: skrobi kukurydzianej, celulozy, czy biodegradowalnego kwasu polimlekowego, który zastępuje plastik.",,53,1.6,1.0,1.0,1.0,1.0,3.0,3.8,1.6,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.7,0.15,True
