text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,is_single_sentence
"Naprawdę, wielkie farmaceutyczne korporacje są z tego świata i są narzędzia, których rząd mógłby użyć do tego, żebyśmy produkowali te leki w Polsce.",,45,1.0,1.8,3.6,1.6,1.6,1.4,1.6,3.4,0.0,0.0,0.2,0.65,0.15,0.15,0.0999999999999999,0.15,0.6,True
"Ale oczywiście poseł sprawozdawca, poseł Rychlik, zaczął od tego jak bardzo szanuje się pracowników ochrony zdrowia.",,62,1.0,1.2,3.4,2.2,1.0,1.0,2.0,2.6,3.0,0.0,0.0499999999999999,0.6,0.3,0.0,0.0,0.25,0.4,True
"Pytanie, czy znajdą się idioci, którzy będą próbowali ten przepis egzekwować.",,23,1.0,1.8,3.6,2.4,2.2,1.2,1.8,3.8,3.0,0.0,0.2,0.65,0.35,0.3,0.0499999999999999,0.2,0.7,True
Czy to jest dobry i osiagalny pomysl na zakonczenie tej wojny?,youtube,1,1.0,1.8,1.6,1.0,3.0,1.0,2.0,2.4,0.0,0.0,0.2,0.15,0.0,0.5,0.0,0.25,0.35,True
"Zupełnie nowy design, zupełnie nowy styl Tokaju, czyli #Holdvölgy odnośnik ",twitter,29,2.6,1.0,1.0,1.0,1.0,1.2,3.6,1.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0499999999999999,0.65,0.2,True
Rasistowski symbol na tablicy upamiętniającej Pawła Adamowicza odnośnik ,twitter,10,1.0,1.8,2.4,2.0,1.0,1.0,2.2,1.8,0.0,0.0,0.2,0.35,0.25,0.0,0.0,0.3,0.2,True
Piękne gesty solidarności od najważniejszych instytucji i autorytetów.,,27,3.6,1.4,1.4,1.4,1.4,4.0,4.6,2.4,0.0,0.65,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.75,0.8999999999999999,0.35,True
użytkownicy Tylko książka słaba,twitter,52,1.0,3.0,1.6,1.8,1.2,1.0,1.8,2.0,0.0,0.0,0.5,0.15,0.2,0.0499999999999999,0.0,0.2,0.25,True
użytkownicy narzekanie (na innych) to nie rozwiązanie!,twitter,64,1.0,1.4,3.2,2.2,1.2,1.4,1.8,2.4,0.0,0.0,0.0999999999999999,0.55,0.3,0.0499999999999999,0.0999999999999999,0.2,0.35,True
Ale co nowego?,,20,1.2,1.2,1.2,1.0,1.0,1.0,3.0,1.0,0.0,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0,0.0,0.0,0.5,0.0,True
"Duńska Rada Odwoławcza ds. Środowiska i Żywności orzekła o uchyleniu pozwolenia na lądową część gazociągu Baltic Pipe, które Duńska Agencja Ochrony Środowiska udzieliła w lipcu 2019 roku - poinformował w czwartek Offshore Energy.",,2,1.2,1.4,1.6,1.6,1.2,1.0,3.0,1.2,0.0,0.0499999999999999,0.0999999999999999,0.15,0.15,0.0499999999999999,0.0,0.5,0.0499999999999999,True
"Jeden z tych na zdjęciu z lewej, tak samo czmychnął tchórzliwie od Pana do platformy jak dziś czmychnął ze sztabu Pani użytkownicy  odnośnik ",twitter,27,1.0,1.4,3.0,3.2,1.4,1.8,2.0,3.4,2.0,0.0,0.0999999999999999,0.5,0.55,0.0999999999999999,0.2,0.25,0.6,True
Dlatego te pytania kierujemy teraz do Rafał Trzaskowski.,,75,1.2,1.6,1.4,1.2,1.6,1.4,3.0,2.4,0.0,0.0499999999999999,0.15,0.0999999999999999,0.0499999999999999,0.15,0.0999999999999999,0.5,0.35,True
"Działania policji blokują nie tylko nasz przemarsz, ale także odejście Polski od węgla.",,84,1.0,3.0,3.2,1.8,2.6,1.0,1.6,3.2,0.0,0.0,0.5,0.55,0.2,0.4,0.0,0.15,0.55,True
Marzenie Jarka się jutro spełni: zamknie wszystkich.,twitter,65,1.2,1.8,3.0,2.4,1.6,1.2,1.8,2.6,2.0,0.0499999999999999,0.2,0.5,0.35,0.15,0.0499999999999999,0.2,0.4,True
" Ruszamy ze zbiórką podpisów, w którą również Wy możecie się włączyć!",,17,3.6,1.0,1.0,1.0,1.0,4.2,4.2,2.6,0.0,0.65,0.0,0.0,0.0,0.0,0.8,0.8,0.4,True
użytkownicy Przecież jest napisane.,twitter,53,1.0,1.0,3.0,1.2,1.0,2.0,1.8,2.4,0.0,0.0,0.0,0.5,0.0499999999999999,0.0,0.25,0.2,0.35,True
"I na jeziorze też razem, choć na zdjęciach osobno ",,83,2.4,1.4,1.4,1.6,1.4,1.2,2.4,2.2,2.0,0.35,0.0999999999999999,0.0999999999999999,0.15,0.0999999999999999,0.0499999999999999,0.35,0.3,True
Pamiętacie milion samochodów elektrycznych?,,26,1.2,1.2,1.6,2.0,1.0,1.2,2.4,2.6,4.0,0.0499999999999999,0.0499999999999999,0.15,0.25,0.0,0.0499999999999999,0.35,0.4,True
Samolot LOT Polish Airlines właśnie odebrał ich z lotniska w Uzbekistanie i przewozimy ich w bezpieczne miejsce w Polsce.,,6,2.2,1.0,1.0,1.0,1.6,2.2,3.0,2.2,0.0,0.3,0.0,0.0,0.0,0.15,0.3,0.5,0.3,True
Możesz nam w tym pomóc!,,32,2.6,1.4,1.0,1.0,1.0,2.8,3.8,2.8,0.0,0.4,0.0999999999999999,0.0,0.0,0.0,0.4499999999999999,0.7,0.4499999999999999,True
"Jest to każda osoba, która dołączyła do wolontariatu - w roli Wolontariusza lub Lidera.",,46,2.0,1.0,1.0,1.0,1.0,1.4,3.4,1.8,0.0,0.25,0.0,0.0,0.0,0.0,0.0999999999999999,0.6,0.2,True
użytkownicy Współczuję towarzystwa Panie Marszałku.,twitter,80,1.0,3.0,2.0,2.0,1.0,1.2,1.6,3.2,1.0,0.0,0.5,0.25,0.25,0.0,0.0499999999999999,0.15,0.55,True
"Drodzy, warszawskie dworce kolejowe pełne są ludzkiego cierpienia, ale cierpią również zwierzęta.",,26,1.0,4.4,2.8,1.6,2.4,1.0,1.2,3.4,0.0,0.0,0.8500000000000001,0.4499999999999999,0.15,0.35,0.0,0.0499999999999999,0.6,True
Polecam mój felieton w tygodniku Gazeta Polska #WrógLudu | Jedna wojna i dwie strony medali.,,85,3.4,1.2,1.2,1.0,1.2,4.0,3.4,2.2,0.0,0.6,0.0499999999999999,0.0499999999999999,0.0,0.0499999999999999,0.75,0.6,0.3,True
"Pora na prawdziwe oświecenie  Tak jak robiliśmy w tym roku Łańcuchy z Wykrzyknikiem, świeciliśmy i tańczyliśmy poloneza, tak samo będę z Wami na dobre i na złe.",,61,3.8,1.0,1.0,1.4,1.0,3.4,4.2,4.2,1.0,0.7,0.0,0.0,0.0999999999999999,0.0,0.6,0.8,0.8,True
"Od dziś mogę powiedzieć, że większość swojego życia spędziłem w Unii Europejskiej.",,47,3.2,1.0,1.0,1.0,1.0,3.2,3.8,2.0,0.0,0.55,0.0,0.0,0.0,0.0,0.55,0.7,0.25,True
Entuzjazm wśród wyborców na Lubelszczyźnie ogromny!,,48,3.6,1.0,1.0,1.0,1.0,1.8,4.4,3.2,0.0,0.65,0.0,0.0,0.0,0.0,0.2,0.8500000000000001,0.55,True
"użytkownicy Zatem szokuje mnie postawa niektórych samorządowców, którzy najwidoczniej uznają, że gminy nie mają w tej sferze jednak jakichś obowiązków.",twitter,96,1.0,1.6,3.0,1.8,1.0,1.0,2.0,2.8,0.0,0.0,0.15,0.5,0.2,0.0,0.0,0.25,0.4499999999999999,True
"Ceny leków będą więc niższe, a to obniży koszty utrzymania systemu opieki zdrowotnej"" - relacja Rzeczpospolita z naszej dzisiejszej konferencji przed ambasadą USA, na której mówiliśmy o cenach _odnośnik_ Razem: Wyniki badań nad lekami do domeny publicznej",,24,2.5,1.0,1.0,1.0,1.0,2.75,3.75,2.25,0.0,0.375,0.0,0.0,0.0,0.0,0.4375,0.6875,0.3125,True
"Ostatnio czytałam, że para gejów ze ślubem legalnym z Niemiec bodajże (?)",youtube,76,1.8,1.0,1.2,1.6,1.0,1.4,3.0,2.2,1.0,0.2,0.0,0.0499999999999999,0.15,0.0,0.0999999999999999,0.5,0.3,True
"Nieodpowiedzialni bawią się w cyrk objazdowy, wypinając piersi do orderów.",,24,1.0,2.5,4.0,3.75,1.5,1.25,1.25,3.0,2.0,0.0,0.375,0.75,0.6875,0.125,0.0625,0.0625,0.5,True
Całą rozmowę można posłuchać tu: _odnośnik_ Miłego dnia ,,3,2.4,1.0,1.0,1.0,1.0,1.0,3.6,1.2,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.65,0.0499999999999999,True
"Zjednoczona Prawica była ciężko chora, a Lewica im podała tlen i umożliwiła poukładanie się.",,85,2.8,1.2,1.4,1.0,1.2,3.2,3.6,2.2,2.0,0.4499999999999999,0.0499999999999999,0.0999999999999999,0.0,0.0499999999999999,0.55,0.65,0.3,True
Tak naprawdę są gorsi” powiedziała o rządach Afrykańskiego Kongresu Narodowego (ANC) jego była członkini Makhosi Khoza.,,63,1.2,2.0,1.8,1.0,1.0,1.0,2.6,1.8,0.0,0.0499999999999999,0.25,0.2,0.0,0.0,0.0,0.4,0.2,True
"Niech będzie inspiracją również dla świata, bo w niej zakotwiczone zostały nasze pragnienia wolności, niepodległości, ale i nasze oryginalne spojrzenie na sprawiedliwość czy politykę dynamicznego wzrostu gospodarczego.",,24,3.0,1.0,1.0,1.0,1.0,4.25,4.25,3.25,0.0,0.5,0.0,0.0,0.0,0.0,0.8125,0.8125,0.5625,True
"użytkownicy To nie na TT, jak napisałem, ale w jednym zdaniu: media nie mogą podejmować decyzji o tym, co pisać, na podstawie tego, czy i jak tworzy się kult jednostki.",twitter,44,1.4,2.0,2.6,1.2,1.6,1.4,2.6,2.4,0.0,0.0999999999999999,0.25,0.4,0.0499999999999999,0.15,0.0999999999999999,0.4,0.35,True
Nie ma zgody na deptanie godności drugiego człowieka.,,52,1.0,2.0,3.4,2.4,2.0,1.4,1.4,3.2,0.0,0.0,0.25,0.6,0.35,0.25,0.0999999999999999,0.0999999999999999,0.55,True
"użytkownicy Słabiutkie, bo takich propozycji nikt nie zgłasza, a dwie z wymienionych przez mnie już zgłoszono, w tym jedną w formie ustawy.",twitter,5,1.0,1.8,1.8,2.0,1.2,2.2,2.8,2.2,1.0,0.0,0.2,0.2,0.25,0.0499999999999999,0.3,0.4499999999999999,0.3,True
Dzisiejszy protest w Warszawie spod Sejmu przeszedł pod TVP.,,10,1.0,1.0,1.0,1.0,1.0,1.0,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,True
Liczba nowych zachorowań jest jednocyfrowa.,,20,2.6,1.0,1.0,1.0,1.0,1.4,3.6,1.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0999999999999999,0.65,0.15,True
Co za wiadomość!,,24,4.0,1.0,1.0,1.0,1.0,2.0,4.5,3.5,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.875,0.625,True
"członek Izby Polska Azja Seris Konsalnet zaprezentował mobilny monitoring ICCTV, który doskonale sprawdza się wszędzie tam, gdzie ważny jest krótki czas uruchomienia usługi monitoringu oraz tam, gdzie teren wymaga czasowej ochrony odnośnik ",twitter,91,1.2,1.0,1.0,1.0,1.0,1.4,3.4,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.6,0.0499999999999999,True
Tragedia wydarzeń z 17 września 1939 roku nie dotyczyła jedynie Polski.,,20,1.0,3.2,2.4,1.8,2.6,2.2,2.0,2.2,1.0,0.0,0.55,0.35,0.2,0.4,0.3,0.25,0.3,True
"Dziesiątki zabitych, tysiące rannych i internowanych.",,94,1.0,3.6,1.4,1.0,1.6,1.0,1.8,2.6,0.0,0.0,0.65,0.0999999999999999,0.0,0.15,0.0,0.2,0.4,True
------------------------------------------------------------------- Dziś o 19:00 jestem w Łodzi.,,65,2.8,1.0,1.0,1.0,1.0,2.0,4.0,1.8,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.25,0.75,0.2,True
"To 12 000 złotych na drugie i kolejne dziecko między 12. a 36. miesiącem życia, które mają pomóc w jego wychowaniu.",,87,1.4,1.0,1.2,1.0,1.0,1.4,3.0,1.6,0.0,0.0999999999999999,0.0,0.0499999999999999,0.0,0.0,0.0999999999999999,0.5,0.15,True
"W najnowszym odcinku podcastu ""Węglarczyk o serialach” rozmawiamy o serialach, które opowiadają o polityce.",,48,1.6,1.0,1.0,1.0,1.0,1.8,3.8,1.2,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.7,0.0499999999999999,True
"pracodawcy zgłosili do urzędów pracy 115,5 tys. wolnych miejsc pracy i miejsc aktywizacji zawodowej tj. o 10,1 tys. (9,6 proc.) więcej niż w lutym 2021 r. i o 37,8 tys. (48,8 proc.) więcej niż w marcu 2020 r.",twitter,87,1.6,1.0,1.0,1.0,1.0,1.2,3.4,1.6,0.0,0.15,0.0,0.0,0.0,0.0,0.0499999999999999,0.6,0.15,True
"w listopadzie łączna liczba transakcji w sklepach małoformatowych do 300 m2 była o 18% niższa niż rok wcześniej, a ich obroty spadły o 1,8%.",twitter,21,1.0,2.6,1.2,1.0,2.4,1.0,2.4,2.0,0.0,0.0,0.4,0.0499999999999999,0.0,0.35,0.0,0.35,0.25,True
A jego obecność przy urnie jest z punktu widzenia całości procesu absolutnie kluczowa.,,41,1.0,1.4,2.0,2.4,1.0,1.4,2.2,2.4,2.0,0.0,0.0999999999999999,0.25,0.35,0.0,0.0999999999999999,0.3,0.35,True
użytkownicy Pozdrawiam jeszcze raz.,twitter,81,2.2,1.0,1.2,1.0,1.0,1.4,3.6,1.6,1.0,0.3,0.0,0.0499999999999999,0.0,0.0,0.0999999999999999,0.65,0.15,True
Żenadometr nie ma tak duże skali odnośnik ,twitter,70,1.4,1.2,2.2,3.8,1.2,1.0,1.6,3.0,3.0,0.0999999999999999,0.0499999999999999,0.3,0.7,0.0499999999999999,0.0,0.15,0.5,True
"użytkownicy Niech Pani powie, że Pani takie uwielbia, to sama odda ",twitter,5,2.4,1.0,1.0,1.2,1.0,1.2,3.6,2.0,5.0,0.35,0.0,0.0,0.0499999999999999,0.0,0.0499999999999999,0.65,0.25,True
użytkownicy Żebyś miał okazję zapytać:),twitter,74,2.8,1.0,2.2,1.4,1.0,1.4,2.8,2.8,3.0,0.4499999999999999,0.0,0.3,0.0999999999999999,0.0,0.0999999999999999,0.4499999999999999,0.4499999999999999,True
A gdzie reszta waszej dywizji?,youtube,26,1.0,1.4,1.8,1.4,1.0,1.2,2.6,2.2,2.0,0.0,0.0999999999999999,0.2,0.0999999999999999,0.0,0.0499999999999999,0.4,0.3,True
"O 19.50 w polsatnews.pl #DEBATADNIA 1/ Katarzyna Maria Piekarska KOALICJA OBYWATELSKA Daniel Milewski Prawo i Sprawiedliwość Krzysztof Śmiszek Lewica 2/ Waldemar Buda, wiceminister w Ministerstwie Funduszy i Polityki Regionalnej i Adam Szłapka Nowoczesna Zapraszam.",,99,1.0,1.0,1.0,1.0,1.0,1.6,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.5,0.0,True
"Oczywistym jest, że każda jednostka OSP, aby skutecznie mogła dbać o bezpieczeństwo lokalnych społeczności musi być wyposażona w odpowiedni sprzęt.",,19,1.2,1.8,1.8,1.4,1.6,2.2,3.0,2.4,0.0,0.0499999999999999,0.2,0.2,0.0999999999999999,0.15,0.3,0.5,0.35,True
"""Wycieczki w góry zamieniły się w obowiązkowe parady równości - obwoźni aktywiści, sztucznie nadmuchujący tłum w obcych miastach zawistnie atakowali każdego, kto się chciał wyłamać (...) każda impreza była obowiązkowym występem Drag Queen..."" odnośnik ",twitter,65,1.0,1.4,3.8,4.0,1.6,1.0,1.6,2.6,3.0,0.0,0.0999999999999999,0.7,0.75,0.15,0.0,0.15,0.4,True
" Wesprzyj nasz Fundusz i pomóż nam wspierać tych, którzy walczą z koronawirusem!",,37,2.6,1.8,1.4,1.0,1.0,3.8,3.8,3.0,0.0,0.4,0.2,0.0999999999999999,0.0,0.0,0.7,0.7,0.5,True
 Na Ukrainie zapewniamy wsparcie seniorom mieszkającym w pobliżu linii frontu.,,79,2.4,1.2,1.0,1.0,1.0,2.0,3.8,2.6,0.0,0.35,0.0499999999999999,0.0,0.0,0.0,0.25,0.7,0.4,True
 *** Wybieram miłość - przekazuję 1% podatku na Kampanię Przeciw Homofobii  KRS 0000 111 209,,73,3.0,1.2,1.0,1.0,1.0,3.2,4.4,2.6,0.0,0.5,0.0499999999999999,0.0,0.0,0.0,0.55,0.8500000000000001,0.4,True
Jeszcze tylko 3 dni do 11 listopada.,,12,1.4,1.2,1.0,1.0,1.2,1.4,3.2,1.0,0.0,0.0999999999999999,0.0499999999999999,0.0,0.0,0.0499999999999999,0.0999999999999999,0.55,0.0,True
Nowe Jaworzno Grupa Tauron podpisało z konsorcjum Rafako - Mostostal Warszawa aneks do umowy na budowę bloku energetycznego o mocy 910 MWe na parametry nadkrytyczne w Elektrowni Jaworzno III,twitter,67,2.4,1.4,1.0,1.0,1.2,2.0,3.8,2.0,0.0,0.35,0.0999999999999999,0.0,0.0,0.0499999999999999,0.25,0.7,0.25,True
Potem możliwość uczestniczenia w akcjach wolontariuszy Polska 2050 Lubelskie.,,33,2.0,1.0,1.0,1.0,1.0,2.2,3.6,1.6,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.65,0.15,True
A może PiS nie chce tych pieniędzy?,,27,1.0,1.4,2.6,1.8,1.6,1.2,2.2,2.4,3.0,0.0,0.0999999999999999,0.4,0.2,0.15,0.0499999999999999,0.3,0.35,True
"Nie jest prawdą, że gdy postawi się na kilka flagowych uczelni to będzie to służyło polskiej nauce.",,81,1.2,1.8,1.4,1.6,1.0,1.6,2.6,1.8,0.0,0.0499999999999999,0.2,0.0999999999999999,0.15,0.0,0.15,0.4,0.2,True
Stanowisko Konfederacji.,,35,1.0,1.0,1.0,1.0,1.0,1.2,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.5,0.0999999999999999,True
"użytkownicy z doświadczenia wiem, że trudno wyjść poza bańkę, ale kto wie, dzieki:)",twitter,30,1.8,1.0,1.4,1.6,1.4,1.6,3.2,2.2,3.0,0.2,0.0,0.0999999999999999,0.15,0.0999999999999999,0.15,0.55,0.3,True
Teraz przeanalizujemy je z naszymi prawnikami.,,32,1.0,1.2,1.2,1.0,1.4,1.2,2.8,1.8,0.0,0.0,0.0499999999999999,0.0499999999999999,0.0,0.0999999999999999,0.0499999999999999,0.4499999999999999,0.2,True
użytkownicy Ziobro miał być (nie pierwszy a czwarty),twitter,45,1.0,1.6,1.4,1.2,1.0,1.0,2.6,2.0,0.0,0.0,0.15,0.0999999999999999,0.0499999999999999,0.0,0.0,0.4,0.25,True
"Szwajcaria rozszerza konieczność posiadania certyfikatów covidowych o wejścia do: wnętrz restauracji, barów, obiektów kulturalnych, sportowych, rekreacyjnych.",twitter,42,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,True
Tesla we wrześniu ujawni postępy dotyczące prac nad bateriami,twitter,62,1.8,1.0,1.0,1.0,1.0,1.4,3.4,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0999999999999999,0.6,0.15,True
Publicystka Deutsche Welle lamentuje: Trump może wygrać odnośnik ,twitter,39,1.0,1.8,1.8,1.6,1.4,1.2,2.2,1.6,1.0,0.0,0.2,0.2,0.15,0.0999999999999999,0.0499999999999999,0.3,0.15,True
"W trakcie pierwszej fali COVID-19 tylko to, że na terenie kraju mamy jeszcze producentów leków sprawiło, że nie odczuliśmy braków żadnego z podstawowych medykamentów.",,99,2.2,1.4,1.4,1.0,1.4,2.6,3.6,1.8,0.0,0.3,0.0999999999999999,0.0999999999999999,0.0,0.0999999999999999,0.4,0.65,0.2,True
Bałtycki offshore potrzebuje ponad 70 tys. specjalistów,twitter,37,2.2,1.2,1.0,1.0,1.6,2.0,3.4,1.8,0.0,0.3,0.0499999999999999,0.0,0.0,0.15,0.25,0.6,0.2,True
"Matecki: ""NIE JEST AUTORYTETEM""",,74,1.0,1.4,4.2,3.0,1.0,1.6,1.8,3.0,0.0,0.0,0.0999999999999999,0.8,0.5,0.0,0.15,0.2,0.5,True
"#OdpowiadamDobrem Zobacz relację z Weekendu Dobra, który był pierwszym krokiem do wydobycia drzemiącego w nas dobra, rozbudzenia empatii i wrażliwości na drugiego człowieka.",,60,4.0,1.2,1.0,1.0,1.0,4.0,4.6,3.0,0.0,0.75,0.0499999999999999,0.0,0.0,0.0,0.75,0.8999999999999999,0.5,True
Bułgaria bije rekordy pod względem umieralności na COVID-19 odnośnik ,twitter,25,1.0,3.8,1.0,1.0,3.6,1.0,1.4,3.0,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0999999999999999,0.5,True
Brawo Wy!,,38,3.4,1.2,1.6,1.4,1.0,2.6,4.0,2.6,1.0,0.6,0.0499999999999999,0.15,0.0999999999999999,0.0,0.4,0.75,0.4,True
"użytkownicy protest : przeciw porannej kawie proponuję , chętnych będzie mało",twitter,88,2.0,1.6,1.6,1.0,1.2,1.8,3.4,1.6,2.0,0.25,0.15,0.15,0.0,0.0499999999999999,0.2,0.6,0.15,True
użytkownicy To jest w tym wątku: od zarabiania na dostawach dla wojska i utrzymywania się na stanowiskach,twitter,11,1.0,1.4,2.6,2.2,1.2,1.0,2.6,1.8,0.0,0.0,0.0999999999999999,0.4,0.3,0.0499999999999999,0.0,0.4,0.2,True
Nieuchronnie prowadziło to do zacofania gospodarczego i dyktatury.,,45,1.0,3.2,2.6,2.4,2.6,1.0,1.2,3.4,0.0,0.0,0.55,0.4,0.35,0.4,0.0,0.0499999999999999,0.6,True
"Mimo ogromnej determinacji nie udało się obronić Margot, która nieoznakowanym samochodem została wywieziona do więzienia w Płocku.",,83,1.0,2.6,2.6,1.0,2.6,1.2,1.4,2.6,0.0,0.0,0.4,0.4,0.0,0.4,0.0499999999999999,0.0999999999999999,0.4,True
Prędzej brodę se ogolę Niż się Niemcom dam w niewolę  #lepieje,twitter,88,2.4,1.2,2.4,2.8,1.8,2.8,3.0,2.6,3.0,0.35,0.0499999999999999,0.35,0.4499999999999999,0.2,0.4499999999999999,0.5,0.4,True
Trwa protest w kopalni odkrywkowej w Turowie!,,33,1.6,1.0,1.8,1.0,1.0,1.6,2.8,2.8,0.0,0.15,0.0,0.2,0.0,0.0,0.15,0.4499999999999999,0.4499999999999999,True
"Ponad 5,7 mln pasażerów obsłużyły polskie lotniska w I kwartale br.",twitter,90,1.4,1.0,1.0,1.0,1.0,1.6,3.6,1.4,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.15,0.65,0.0999999999999999,True
Macie im coś do powiedzenia?,,63,1.4,1.2,1.8,1.0,1.0,1.0,2.8,2.0,0.0,0.0999999999999999,0.0499999999999999,0.2,0.0,0.0,0.0,0.4499999999999999,0.25,True
"Tłumaczyłam dzieciom, po co zbiera się podpisy ;) Następny przystanek - Żoliborz #KoalicjaObywatelska #DruzynaJutra #2Lubnauer",,72,3.0,1.0,1.0,1.0,1.0,4.4,4.4,2.6,0.0,0.5,0.0,0.0,0.0,0.0,0.8500000000000001,0.8500000000000001,0.4,True
Rozpoczynamy rozdanie nagród @LGBT+ Diamonds Awards 2022!,,25,4.2,1.0,1.0,1.0,1.0,3.4,4.6,3.8,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.8999999999999999,0.7,True
Konieczna jest zmiana legislacyjna oraz edukacja powodująca zmianę myślenia o sprawcach i ofiarach przemocy.,,17,1.0,3.4,2.8,1.6,2.4,1.0,2.0,3.0,0.0,0.0,0.6,0.4499999999999999,0.15,0.35,0.0,0.25,0.5,True
użytkownicy Bardzo się cieszę.,twitter,82,4.0,1.0,1.0,1.0,1.0,2.6,4.2,2.2,0.0,0.75,0.0,0.0,0.0,0.0,0.4,0.8,0.3,True
użytkownicy Szczęścia i powodzenia :),twitter,34,4.4,1.0,1.0,1.0,1.0,3.2,4.6,2.8,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.55,0.8999999999999999,0.4499999999999999,True
Live chat dziś o 21.30. odnośnik ,twitter,31,3.0,1.0,1.0,1.0,1.0,2.8,4.0,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.4499999999999999,0.75,0.15,True
Oto wystąpienie okrzyknięte przez internautów jednym z najlepszych przemówień Konrada Berkowicza.,,38,2.6,1.0,1.0,1.0,1.0,2.8,4.2,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4499999999999999,0.8,0.25,True
"‼Wolność - Kraków zaprasza  Szanowni Państwo, zapraszamy na spotkanie Młodych dla Wolności - Kraków, które odbędzie się w ten czwartek o godzinie 1⃣7⃣:4⃣5⃣ oraz cotygodniowe spotkanie członków i sympatyków Wolności o 1⃣8⃣:3⃣0⃣.",,50,3.2,1.0,1.0,1.0,1.0,3.6,4.0,3.0,0.0,0.55,0.0,0.0,0.0,0.0,0.65,0.75,0.5,True
"Dodatkowo na Rosję, która jest czołowym eksporterem ciecierzycy i odpowiada za około 25 % jej światowego handlu, zostały nałożone sankcje, które uniemożliwiły dostawy aż 250 000 ton ciecierzycy.",,5,1.6,1.6,1.8,1.6,1.8,2.4,2.6,1.6,0.0,0.15,0.15,0.2,0.15,0.2,0.35,0.4,0.15,True
"Musimy podjąć odważne kroki, by uratować naszą gospodarkę przed poważnym kryzysem a Polki i Polaków – przed poważnymi stratami, nie tylko finansowymi.",,12,1.2,1.8,2.8,1.6,3.0,1.8,2.0,2.4,0.0,0.0499999999999999,0.2,0.4499999999999999,0.15,0.5,0.2,0.25,0.35,True
"A najgorsi są idioci co chcą nieść pomoc Ukrainie zamiast się zająć sobą i rozwojem swojego państwa i pozostać neutralnym, ci szkodnicy co doprowadzą do konfliktu jeszcze większego niż wybuchł w ramach szerzenia zachodnich idei.",youtube,58,1.0,1.2,4.4,3.6,2.2,1.6,1.0,4.2,0.0,0.0,0.0499999999999999,0.8500000000000001,0.65,0.3,0.15,0.0,0.8,True
Dacia zamierza wznowić produkcję 21 kwietnia,twitter,44,2.6,1.0,1.0,1.0,1.0,1.0,3.4,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.25,True
" „Wzywamy rząd do tego, żeby godnie wynagrodził pracowników sądownictwa” – mówią Radiu ZET manifestanci zgromadzeni w przed krakowskim sądem.",,86,1.0,2.4,3.4,1.8,1.4,1.8,2.0,2.8,0.0,0.0,0.35,0.6,0.2,0.0999999999999999,0.2,0.25,0.4499999999999999,True
" _odnośnik_ Festiwal to nasze wspólne święto i wyjątkowa okazja, aby poczuć jego siłę, tożsamość i różnorodność.",,56,3.0,1.0,1.0,1.0,1.0,3.4,4.0,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.75,0.35,True
"A przecież swój postulat wysuwam nie tylko w oparciu o własne przemyślenia, ale słucham w tej sprawie doświadczonych ekonomistów, co ciekawe często o różnych poglądach na gospodarkę.",,5,2.0,1.2,1.2,1.0,1.4,3.2,3.4,1.6,0.0,0.25,0.0499999999999999,0.0499999999999999,0.0,0.0999999999999999,0.55,0.6,0.15,True
Świat zszedł na psy korupcja chciwość czasami taki reset jest potrzebny dla całego świata,youtube,9,1.0,3.4,3.8,3.6,2.4,1.0,1.6,2.6,0.0,0.0,0.6,0.7,0.65,0.35,0.0,0.15,0.4,True
"Walczycie w imię wolności, naszej i waszej, bo jak by nie daj boże i nas napadli to nikt nam nie pomoże.",youtube,28,1.0,3.2,2.2,1.2,3.4,1.8,1.8,3.2,0.0,0.0,0.55,0.3,0.0499999999999999,0.6,0.2,0.2,0.55,True
